TABLE=026 | AREA=Xã Xuân Thành | SECTION=non-agricultural | SEGMENTS=1
P=0976 | X=0408.620-0425.260 | Y=0411.440-0420.760 | 530
P=0976 | X=0445.610-0462.250 | Y=0411.440-0420.760 | 370
P=0976 | X=0505.390-0522.030 | Y=0411.440-0420.760 | 330
P=0976 | X=0111.890-0342.970 | Y=0426.840-0438.080 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0976 | X=0111.890-0353.000 | Y=0444.360-0455.600 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0976 | X=0111.890-0145.410 | Y=0455.900-0467.140 | ≤500m.
P=0976 | X=0111.890-0385.400 | Y=0473.660-0484.900 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0976 | X=0111.890-0388.150 | Y=0485.180-0496.420 | ra Đường 19/5 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất
P=0976 | X=0111.890-0381.340 | Y=0496.460-0507.700 | số 1866, tờ BĐĐC số 12 về bên phải và hết ranh thửa đất số
P=0976 | X=0111.890-0368.140 | Y=0507.980-0519.220 | 1588, tờ BĐĐC số 12, về bên trái, xã Xuân Thành có hiện
P=0976 | X=0111.890-0283.670 | Y=0519.500-0530.740 | trạng là đường nhựa, bê tông xi măng:
P=0976 | X=0095.060-0106.180 | Y=0530.500-0539.820 | 69
P=0976 | X=0408.620-0425.260 | Y=0530.500-0539.820 | 480
P=0976 | X=0445.610-0462.250 | Y=0530.500-0539.820 | 340
P=0976 | X=0505.390-0522.030 | Y=0530.500-0539.820 | 290
P=0976 | X=0111.890-0343.440 | Y=0537.050-0548.290 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0976 | X=0111.890-0365.200 | Y=0554.570-0565.810 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0976 | X=0111.890-0206.840 | Y=0566.090-0577.330 | >500m đến ≤1.000m.
P=0976 | X=0111.890-0335.060 | Y=0583.610-0594.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0976 | X=0111.890-0385.400 | Y=0601.370-0612.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0976 | X=0111.890-0388.150 | Y=0612.890-0624.130 | ra Đường 19/5 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất
P=0976 | X=0111.890-0381.340 | Y=0624.430-0635.670 | số 1866, tờ BĐĐC số 12 về bên phải và hết ranh thửa đất số
P=0976 | X=0111.890-0368.140 | Y=0635.950-0647.190 | 1588, tờ BĐĐC số 12, về bên trái, xã Xuân Thành có hiện
P=0976 | X=0095.060-0283.670 | Y=0647.470-0658.910 | 70 trạng là đường nhựa, bê tông xi măng:
P=0976 | X=0408.620-0425.260 | Y=0649.590-0658.910 | 360
P=0976 | X=0445.610-0462.250 | Y=0649.590-0658.910 | 250
P=0976 | X=0505.390-0522.030 | Y=0649.590-0658.910 | 220
P=0976 | X=0111.890-0353.000 | Y=0664.750-0675.990 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0976 | X=0111.890-0154.030 | Y=0678.150-0687.470 | >1.000m.
P=0976 | X=0111.890-0335.530 | Y=0693.790-0705.030 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0977 | X=0306.360-0385.030 | Y=0078.500-0089.740 | Hết ranh thửa đất
P=0977 | X=0306.360-0382.520 | Y=0090.020-0101.260 | số 913, tờ BĐĐC
P=0977 | X=0306.360-0385.410 | Y=0103.420-0112.740 | số 12 về bên phải
P=0977 | X=0306.360-0380.150 | Y=0114.940-0124.260 | và hết ranh thửa
P=0977 | X=0095.060-0160.450 | Y=0118.850-0130.090 | 71 Đường 3/2
P=0977 | X=0230.980-0301.150 | Y=0118.850-0130.090 | Đường tỉnh 766
P=0977 | X=0400.460-0425.510 | Y=0120.730-0130.050 | 1.200
P=0977 | X=0445.610-0462.250 | Y=0120.730-0130.050 | 840
P=0977 | X=0505.390-0522.030 | Y=0120.730-0130.050 | 720
P=0977 | X=0306.360-0373.710 | Y=0124.610-0135.850 | đất số 1856, tờ
P=0977 | X=0306.360-0378.460 | Y=0136.130-0147.370 | BĐĐC số 12, về
P=0977 | X=0306.360-0382.030 | Y=0149.290-0158.610 | bên trái, xã Xuân
P=0977 | X=0306.360-0334.770 | Y=0160.810-0170.130 | Thành
P=0977 | X=0111.890-0377.000 | Y=0176.690-0187.930 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2
P=0977 | X=0111.890-0367.480 | Y=0188.210-0199.450 | đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ
P=0977 | X=0111.890-0368.190 | Y=0199.750-0210.990 | BĐĐC số 12 về bên phải và hết ranh thửa đất số 1856, tờ
P=0977 | X=0111.890-0364.520 | Y=0211.270-0222.510 | BĐĐC số 12, về bên trái, xã Xuân Thành có hiện trạng là
P=0977 | X=0095.060-0247.660 | Y=0222.790-0234.230 | 72 đường nhựa, bê tông xi măng:
P=0977 | X=0408.620-0425.260 | Y=0224.910-0234.230 | 590
P=0977 | X=0445.610-0462.250 | Y=0224.910-0234.230 | 410
P=0977 | X=0505.390-0522.030 | Y=0224.910-0234.230 | 350
P=0977 | X=0111.890-0343.000 | Y=0240.310-0251.550 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0977 | X=0111.890-0353.000 | Y=0257.830-0269.070 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0977 | X=0111.890-0145.410 | Y=0269.350-0280.590 | ≤500m.
P=0977 | X=0111.890-0377.000 | Y=0287.140-0298.380 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2
P=0977 | X=0111.890-0367.480 | Y=0298.660-0309.900 | đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ
P=0977 | X=0111.890-0368.190 | Y=0309.940-0321.180 | BĐĐC số 12 về bên phải và hết ranh thửa đất số 1856, tờ
P=0977 | X=0111.890-0364.520 | Y=0321.460-0332.700 | BĐĐC số 12, về bên trái, xã Xuân Thành có hiện trạng là
P=0977 | X=0111.890-0247.660 | Y=0332.980-0344.220 | đường nhựa, bê tông xi măng:
P=0977 | X=0095.060-0106.180 | Y=0343.980-0353.300 | 73
P=0977 | X=0408.620-0425.260 | Y=0343.980-0353.300 | 530
P=0977 | X=0445.610-0462.250 | Y=0343.980-0353.300 | 370
P=0977 | X=0505.390-0522.030 | Y=0343.980-0353.300 | 320
P=0977 | X=0111.890-0343.440 | Y=0350.500-0361.740 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0977 | X=0111.890-0365.200 | Y=0368.040-0379.280 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0977 | X=0111.890-0206.840 | Y=0379.560-0390.800 | >500m đến ≤1.000m.
P=0977 | X=0111.890-0335.060 | Y=0397.080-0408.320 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0977 | X=0111.890-0377.000 | Y=0414.840-0426.080 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường 3/2
P=0977 | X=0111.890-0367.480 | Y=0426.360-0437.600 | đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất số 913, tờ
P=0977 | X=0111.890-0368.190 | Y=0437.880-0449.120 | BĐĐC số 12 về bên phải và hết ranh thửa đất số 1856, tờ
P=0977 | X=0111.890-0364.520 | Y=0449.420-0460.660 | BĐĐC số 12, về bên trái, xã Xuân Thành có hiện trạng là
P=0977 | X=0095.060-0247.670 | Y=0460.940-0472.380 | 74 đường nhựa, bê tông xi măng:
P=0977 | X=0408.620-0425.260 | Y=0463.060-0472.380 | 400
P=0977 | X=0445.610-0462.250 | Y=0463.060-0472.380 | 280
P=0977 | X=0505.390-0522.030 | Y=0463.060-0472.380 | 240
P=0977 | X=0111.890-0353.000 | Y=0478.220-0489.460 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0977 | X=0111.890-0154.030 | Y=0491.620-0500.940 | >1.000m.
P=0977 | X=0111.890-0335.530 | Y=0507.260-0518.500 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0977 | X=0111.890-0385.400 | Y=0525.020-0536.260 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0977 | X=0111.890-0382.630 | Y=0536.570-0547.810 | ra Đường 3/2 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất
P=0977 | X=0111.890-0375.820 | Y=0548.090-0559.330 | số 913, tờ BĐĐC số 12 về bên phải và hết ranh thửa đất số
P=0977 | X=0111.890-0368.140 | Y=0559.610-0570.850 | 1856, tờ BĐĐC số 12, về bên trái, xã Xuân Thành có hiện
P=0977 | X=0095.060-0283.670 | Y=0571.130-0582.570 | 75 trạng là đường nhựa, bê tông xi măng:
P=0977 | X=0408.620-0425.260 | Y=0573.250-0582.570 | 530
P=0977 | X=0445.610-0462.250 | Y=0573.250-0582.570 | 370
P=0977 | X=0505.390-0522.030 | Y=0573.250-0582.570 | 330
P=0977 | X=0111.890-0342.970 | Y=0588.650-0599.890 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0977 | X=0111.890-0353.000 | Y=0606.170-0617.410 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0977 | X=0111.890-0145.410 | Y=0617.710-0628.950 | ≤500m.
P=0977 | X=0111.890-0385.400 | Y=0635.470-0646.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0977 | X=0111.890-0382.630 | Y=0646.750-0657.990 | ra Đường 3/2 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất
P=0977 | X=0111.890-0375.820 | Y=0658.270-0669.510 | số 913, tờ BĐĐC số 12 về bên phải và hết ranh thửa đất số
P=0977 | X=0095.060-0368.140 | Y=0669.030-0681.030 | 76 1856, tờ BĐĐC số 12, về bên trái, xã Xuân Thành có hiện
P=0977 | X=0408.620-0425.260 | Y=0669.030-0678.350 | 480
P=0977 | X=0445.610-0462.250 | Y=0669.030-0678.350 | 340
P=0977 | X=0505.390-0522.030 | Y=0669.030-0678.350 | 290
P=0977 | X=0111.890-0283.670 | Y=0681.310-0692.550 | trạng là đường nhựa, bê tông xi măng:
P=0977 | X=0111.890-0343.440 | Y=0698.830-0710.070 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0978 | X=0111.890-0365.200 | Y=0078.500-0089.740 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0978 | X=0111.890-0206.840 | Y=0090.020-0101.260 | >500m đến ≤1.000m.
P=0978 | X=0111.890-0335.060 | Y=0107.540-0118.780 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0978 | X=0111.890-0385.400 | Y=0125.330-0136.570 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0978 | X=0111.890-0382.630 | Y=0136.850-0148.090 | ra Đường 3/2 đoạn từ Đường tỉnh 766 đến Hết ranh thửa đất
P=0978 | X=0111.890-0375.820 | Y=0148.370-0159.610 | số 913, tờ BĐĐC số 12 về bên phải và hết ranh thửa đất số
P=0978 | X=0111.890-0368.140 | Y=0159.650-0170.890 | 1856, tờ BĐĐC số 12, về bên trái, xã Xuân Thành có hiện
P=0978 | X=0095.060-0283.670 | Y=0171.170-0182.610 | 77 trạng là đường nhựa, bê tông xi măng:
P=0978 | X=0408.620-0425.260 | Y=0173.290-0182.610 | 360
P=0978 | X=0445.610-0462.250 | Y=0173.290-0182.610 | 250
P=0978 | X=0505.390-0522.030 | Y=0173.290-0182.610 | 220
P=0978 | X=0111.890-0353.000 | Y=0188.690-0199.930 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0978 | X=0111.890-0154.030 | Y=0202.110-0211.430 | >1.000m.
P=0978 | X=0111.890-0335.530 | Y=0217.750-0228.990 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0978 | X=0111.890-0225.520 | Y=0235.510-0246.750 | Đường Tân Hữu đi Trảng
P=0978 | X=0306.360-0384.940 | Y=0237.390-0246.710 | Giáp nhà thờ Tân
P=0978 | X=0230.980-0301.150 | Y=0241.270-0252.510 | Đường tỉnh 766
P=0978 | X=0095.060-0106.180 | Y=0243.150-0252.470 | 78
P=0978 | X=0400.460-0425.510 | Y=0243.150-0252.470 | 1.700
P=0978 | X=0437.450-0462.500 | Y=0243.150-0252.470 | 1.200
P=0978 | X=0497.230-0522.280 | Y=0243.150-0252.470 | 1.000
P=0978 | X=0111.890-0206.440 | Y=0248.910-0258.230 | Táo (xã Xuân Thành)
P=0978 | X=0306.360-0325.880 | Y=0248.910-0258.230 | Hữu
P=0978 | X=0111.890-0380.360 | Y=0264.790-0276.030 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=0978 | X=0111.890-0378.210 | Y=0276.310-0287.550 | Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766
P=0978 | X=0111.890-0378.700 | Y=0287.860-0299.100 | đến Giáp nhà thờ Tân Hữu có hiện trạng là đường nhựa, bê
P=0978 | X=0111.890-0172.050 | Y=0299.380-0310.620 | tông xi măng:
P=0978 | X=0095.060-0106.180 | Y=0307.260-0316.580 | 79
P=0978 | X=0408.620-0425.260 | Y=0307.260-0316.580 | 790
P=0978 | X=0445.610-0462.250 | Y=0307.260-0316.580 | 550
P=0978 | X=0505.390-0522.030 | Y=0307.260-0316.580 | 470
P=0978 | X=0111.890-0342.970 | Y=0316.900-0328.140 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0978 | X=0111.890-0353.000 | Y=0334.420-0345.660 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0978 | X=0111.890-0145.410 | Y=0345.700-0356.940 | ≤500m.
P=0978 | X=0111.890-0380.360 | Y=0363.460-0374.700 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=0978 | X=0111.890-0378.210 | Y=0375.000-0386.240 | Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766
P=0978 | X=0111.890-0378.700 | Y=0386.520-0397.760 | đến Giáp nhà thờ Tân Hữu có hiện trạng là đường nhựa, bê
P=0978 | X=0111.890-0172.050 | Y=0398.040-0409.280 | tông xi măng:
P=0978 | X=0095.060-0343.440 | Y=0414.800-0426.800 | 80 - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0978 | X=0408.620-0425.260 | Y=0414.800-0424.120 | 660
P=0978 | X=0445.610-0462.250 | Y=0414.800-0424.120 | 460
P=0978 | X=0505.390-0522.030 | Y=0414.800-0424.120 | 400
P=0978 | X=0111.890-0365.200 | Y=0433.080-0444.320 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0978 | X=0111.890-0206.840 | Y=0444.600-0455.840 | >500m đến ≤1.000m.
P=0978 | X=0111.890-0335.060 | Y=0462.140-0473.380 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0978 | X=0111.890-0380.360 | Y=0479.900-0491.140 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=0978 | X=0111.890-0378.210 | Y=0491.420-0502.660 | Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ Đường tỉnh 766
P=0978 | X=0111.890-0378.700 | Y=0502.940-0514.180 | đến Giáp nhà thờ Tân Hữu có hiện trạng là đường nhựa, bê
P=0978 | X=0111.890-0172.050 | Y=0514.220-0525.460 | tông xi măng:
P=0978 | X=0095.060-0106.180 | Y=0522.100-0531.420 | 81
P=0978 | X=0408.620-0425.260 | Y=0522.100-0531.420 | 530
P=0978 | X=0445.610-0462.250 | Y=0522.100-0531.420 | 370
P=0978 | X=0505.390-0522.030 | Y=0522.100-0531.420 | 320
P=0978 | X=0111.890-0353.000 | Y=0531.740-0542.980 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0978 | X=0111.890-0154.030 | Y=0545.170-0554.490 | >1.000m.
P=0978 | X=0111.890-0335.530 | Y=0560.810-0572.050 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0978 | X=0111.890-0385.400 | Y=0578.570-0589.810 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0978 | X=0111.890-0371.690 | Y=0590.090-0601.330 | ra Đường Tân Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ
P=0978 | X=0111.890-0376.030 | Y=0601.610-0612.850 | Đường tỉnh 766 đến Giáp nhà thờ Tân Hữu có hiện trạng là
P=0978 | X=0111.890-0247.660 | Y=0613.130-0624.370 | đường nhựa, bê tông xi măng:
P=0978 | X=0095.060-0106.180 | Y=0621.030-0630.350 | 82
P=0978 | X=0408.620-0425.260 | Y=0621.030-0630.350 | 710
P=0978 | X=0445.610-0462.250 | Y=0621.030-0630.350 | 500
P=0978 | X=0505.390-0522.030 | Y=0621.030-0630.350 | 430
P=0978 | X=0111.890-0342.970 | Y=0630.670-0641.910 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0978 | X=0111.890-0353.000 | Y=0648.190-0659.430 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0978 | X=0111.890-0145.410 | Y=0659.710-0670.950 | ≤500m.
P=0978 | X=0111.890-0385.400 | Y=0677.470-0688.710 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0978 | X=0095.060-0371.690 | Y=0688.750-0699.990 | 83 ra Đường Tân Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ
P=0978 | X=0408.620-0425.260 | Y=0690.630-0699.950 | 590
P=0978 | X=0445.610-0462.250 | Y=0690.630-0699.950 | 410
P=0978 | X=0505.390-0522.030 | Y=0690.630-0699.950 | 350
P=0978 | X=0111.890-0376.030 | Y=0700.290-0711.530 | Đường tỉnh 766 đến Giáp nhà thờ Tân Hữu có hiện trạng là
P=0979 | X=0111.890-0247.660 | Y=0072.500-0083.740 | đường nhựa, bê tông xi măng:
P=0979 | X=0111.890-0343.440 | Y=0090.020-0101.260 | - Có bề rộng ≥5m, cách đường giao thông >1.000m.
P=0979 | X=0111.890-0365.210 | Y=0107.540-0118.780 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông từ
P=0979 | X=0111.890-0206.840 | Y=0119.090-0130.330 | >500m đến ≤1.000m.
P=0979 | X=0111.890-0335.060 | Y=0136.610-0147.850 | - Có bề rộng <3m, cách đường giao thông ≤200m.
P=0979 | X=0111.890-0385.400 | Y=0154.370-0165.610 | Các tuyến đường giao thông không đấu nối trực tiếp và thông
P=0979 | X=0111.890-0371.690 | Y=0165.650-0176.890 | ra Đường Tân Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ
P=0979 | X=0111.890-0376.030 | Y=0177.170-0188.410 | Đường tỉnh 766 đến Giáp nhà thờ Tân Hữu có hiện trạng là
P=0979 | X=0111.890-0247.660 | Y=0188.690-0199.930 | đường nhựa, bê tông xi măng:
P=0979 | X=0095.060-0106.180 | Y=0196.570-0205.890 | 84
P=0979 | X=0408.620-0425.260 | Y=0196.570-0205.890 | 480
P=0979 | X=0445.610-0462.250 | Y=0196.570-0205.890 | 340
P=0979 | X=0505.390-0522.030 | Y=0196.570-0205.890 | 290
P=0979 | X=0111.890-0353.000 | Y=0206.230-0217.470 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0979 | X=0111.890-0154.030 | Y=0219.630-0228.950 | >1.000m.
P=0979 | X=0111.890-0335.530 | Y=0235.270-0246.510 | - Có bề rộng <3m, cách đường giao thông >200m.
P=0979 | X=0306.360-0385.030 | Y=0253.030-0264.270 | Hết ranh thửa đất
P=0979 | X=0306.360-0377.000 | Y=0264.550-0275.790 | số 57, tờ BĐĐC
P=0979 | X=0306.360-0385.410 | Y=0277.950-0287.270 | số 21 về bên phải
P=0979 | X=0230.980-0304.490 | Y=0281.860-0293.100 | Đường hẻm bên
P=0979 | X=0111.890-0225.520 | Y=0287.620-0298.860 | Đường Tân Hữu đi Trảng
P=0979 | X=0306.360-0380.150 | Y=0289.500-0298.820 | và hết ranh thửa
P=0979 | X=0095.060-0106.180 | Y=0295.260-0304.580 | 85
P=0979 | X=0230.980-0290.390 | Y=0295.260-0304.580 | hông nhà thờ
P=0979 | X=0400.460-0425.510 | Y=0295.260-0304.580 | 1.200
P=0979 | X=0445.610-0462.250 | Y=0295.260-0304.580 | 840
P=0979 | X=0505.390-0522.030 | Y=0295.260-0304.580 | 720
P=0979 | X=0306.360-0368.200 | Y=0299.140-0310.380 | đất số 117, tờ
P=0979 | X=0111.890-0206.440 | Y=0301.020-0310.340 | Táo (xã Xuân Thành)
P=0979 | X=0230.980-0270.660 | Y=0306.780-0316.100 | Tân Hữu
P=0979 | X=0306.360-0375.590 | Y=0310.660-0321.900 | BĐĐC số 21 về
P=0979 | X=0306.360-0382.030 | Y=0323.820-0333.140 | bên trái, xã Xuân
P=0979 | X=0306.360-0334.770 | Y=0335.340-0344.660 | Thành
P=0979 | X=0111.890-0380.360 | Y=0351.220-0362.460 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=0979 | X=0111.890-0381.560 | Y=0362.740-0373.980 | Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ Đường hẻm bên
P=0979 | X=0111.890-0387.580 | Y=0374.280-0385.520 | hông nhà thờ Tân Hữu đến Hết ranh thửa đất số 57, tờ BĐĐC
P=0979 | X=0111.890-0375.830 | Y=0385.800-0397.040 | số 21 về bên phải và hết ranh thửa đất số 117, tờ BĐĐC số
P=0979 | X=0111.890-0378.550 | Y=0397.320-0408.560 | 21 về bên trái, xã Xuân Thành có hiện trạng là đường nhựa,
P=0979 | X=0095.060-0106.180 | Y=0405.200-0414.520 | 86
P=0979 | X=0408.620-0425.260 | Y=0405.200-0414.520 | 600
P=0979 | X=0445.610-0462.250 | Y=0405.200-0414.520 | 440
P=0979 | X=0505.390-0522.030 | Y=0405.200-0414.520 | 350
P=0979 | X=0111.890-0185.970 | Y=0408.840-0420.080 | bê tông xi măng:
P=0979 | X=0111.890-0342.970 | Y=0426.360-0437.600 | - Có bề rộng ≥5m, cách đường giao thông ≤1.000m.
P=0979 | X=0111.890-0353.000 | Y=0443.880-0455.120 | - Có bề rộng từ ≥3m đến <5m, cách đường giao thông
P=0979 | X=0111.890-0145.410 | Y=0455.420-0466.660 | ≤500m.
P=0979 | X=0111.890-0380.360 | Y=0473.180-0484.420 | Các tuyến đường giao thông đấu nối trực tiếp ra Đường Tân
P=0979 | X=0111.890-0381.560 | Y=0484.460-0495.700 | Hữu đi Trảng Táo (xã Xuân Thành) đoạn từ Đường hẻm bên
