TABLE=067 | AREA=Xã Đồng Tâm | SECTION=non-agricultural | SEGMENTS=1
P=2037 | X=0497.230-0522.280 | Y=0563.410-0572.730 | 1,900
P=2037 | X=0208.870-0289.380 | Y=0569.170-0578.490 | Bom Làng 10 Tấn
P=2037 | X=0107.330-0191.440 | Y=0585.290-0596.530 | Đường Lý Thường
P=2037 | X=0208.870-0267.460 | Y=0585.290-0596.530 | Đường Quốc
P=2037 | X=0092.900-0104.020 | Y=0592.930-0602.250 | 37
P=2037 | X=0272.020-0315.090 | Y=0592.930-0602.250 | Hết tuyến
P=2037 | X=0362.540-0387.590 | Y=0592.930-0602.250 | 3.700
P=2037 | X=0412.220-0437.270 | Y=0592.930-0602.250 | 2.600
P=2037 | X=0497.230-0522.280 | Y=0592.930-0602.250 | 2.200
P=2037 | X=0107.330-0124.770 | Y=0598.690-0608.010 | Kiệt
P=2037 | X=0208.870-0230.790 | Y=0598.690-0608.010 | lộ 13
P=2037 | X=0208.870-0267.310 | Y=0614.810-0626.050 | Đường Hùng
P=2037 | X=0092.900-0196.950 | Y=0620.590-0631.830 | 38 Đường Lý Tự Trọng
P=2037 | X=0272.020-0348.440 | Y=0620.590-0631.830 | Đường 7 tháng 4
P=2037 | X=0362.540-0387.590 | Y=0622.470-0631.790 | 8.300
P=2037 | X=0412.220-0437.270 | Y=0622.470-0631.790 | 5.800
P=2037 | X=0497.230-0522.280 | Y=0622.470-0631.790 | 5.000
P=2037 | X=0208.870-0240.150 | Y=0626.350-0637.590 | Vương
P=2037 | X=0208.870-0267.460 | Y=0644.350-0655.590 | Đường Quốc
P=2037 | X=0092.900-0192.640 | Y=0650.110-0661.350 | 39 Đường Ngô Quyền
P=2037 | X=0272.020-0315.090 | Y=0651.990-0661.310 | Hết tuyến
P=2037 | X=0362.540-0387.590 | Y=0651.990-0661.310 | 4.800
P=2037 | X=0412.220-0437.270 | Y=0651.990-0661.310 | 3.400
P=2037 | X=0497.230-0522.280 | Y=0651.990-0661.310 | 2.900
P=2037 | X=0208.870-0230.790 | Y=0657.750-0667.070 | lộ 13
P=2037 | X=0208.870-0267.460 | Y=0673.870-0685.110 | Đường Quốc
P=2037 | X=0092.900-0199.820 | Y=0679.630-0690.870 | 40 Đường Nguyễn Bính
P=2037 | X=0272.020-0325.640 | Y=0679.630-0690.870 | Cuối đường
P=2037 | X=0362.540-0387.590 | Y=0681.510-0690.830 | 2.300
P=2037 | X=0412.220-0437.270 | Y=0681.510-0690.830 | 1.600
P=2037 | X=0497.230-0522.280 | Y=0681.510-0690.830 | 1.400
P=2037 | X=0208.870-0230.790 | Y=0687.270-0696.590 | lộ 13
P=2037 | X=0092.900-0249.060 | Y=0703.410-0714.650 | 41 Đường Nguyễn Bỉnh Đường 7
P=2037 | X=0272.020-0335.480 | Y=0703.410-0714.650 | Đường Huỳnh
P=2037 | X=0362.540-0387.590 | Y=0705.300-0714.620 | 3.800
P=2037 | X=0412.220-0437.270 | Y=0705.300-0714.620 | 2.700
P=2037 | X=0497.230-0522.280 | Y=0705.300-0714.620 | 2.300
P=2038 | X=0107.330-0135.630 | Y=0074.620-0083.940 | Khiêm
P=2038 | X=0208.870-0242.310 | Y=0074.620-0083.940 | tháng 4
P=2038 | X=0272.020-0312.740 | Y=0074.620-0083.940 | Tấn Phát
P=2038 | X=0107.330-0200.310 | Y=0090.740-0101.980 | Đường Nguyễn Đình
P=2038 | X=0272.020-0327.320 | Y=0090.740-0101.980 | Đường Trần
P=2038 | X=0092.900-0104.020 | Y=0098.380-0107.700 | 42
P=2038 | X=0208.870-0252.190 | Y=0098.380-0107.700 | Cầu ngập
P=2038 | X=0362.540-0387.580 | Y=0098.380-0107.700 | 3.800
P=2038 | X=0412.220-0437.270 | Y=0098.380-0107.700 | 2.700
P=2038 | X=0497.230-0522.280 | Y=0098.380-0107.700 | 2.300
P=2038 | X=0272.020-0318.200 | Y=0102.260-0113.500 | Hưng Đạo
P=2038 | X=0107.330-0133.570 | Y=0104.140-0113.460 | Chiểu
P=2038 | X=0107.330-0249.060 | Y=0120.290-0131.530 | Đường Nguyễn Đình Đường 7
P=2038 | X=0272.020-0387.590 | Y=0126.050-0137.290 | Đường Đồng Khởi 6.900
P=2038 | X=0092.900-0104.020 | Y=0127.930-0137.250 | 43
P=2038 | X=0412.220-0437.270 | Y=0127.930-0137.250 | 4.800
P=2038 | X=0497.230-0522.280 | Y=0127.930-0137.250 | 4.100
P=2038 | X=0107.330-0133.570 | Y=0133.690-0143.010 | Chiểu
P=2038 | X=0208.870-0242.310 | Y=0133.690-0143.010 | tháng 4
P=2038 | X=0208.870-0267.310 | Y=0149.810-0161.050 | Đường Hùng
P=2038 | X=0092.900-0191.910 | Y=0155.570-0166.810 | 44 Đường Nguyễn Du
P=2038 | X=0272.020-0342.680 | Y=0157.450-0166.770 | Giáp hẻm số 39
P=2038 | X=0362.540-0387.590 | Y=0157.450-0166.770 | 3.400
P=2038 | X=0412.220-0437.270 | Y=0157.450-0166.770 | 2.400
P=2038 | X=0497.230-0522.280 | Y=0157.450-0166.770 | 2.000
P=2038 | X=0208.870-0240.150 | Y=0161.330-0172.570 | Vương
P=2038 | X=0208.870-0350.800 | Y=0179.330-0190.570 | Giáp hẻm số Giáp ngã ba đi xã
P=2038 | X=0092.900-0191.910 | Y=0185.090-0196.330 | 45 Đường Nguyễn Du
P=2038 | X=0362.540-0387.590 | Y=0186.970-0196.290 | 3.200
P=2038 | X=0412.220-0437.270 | Y=0186.970-0196.290 | 2.200
P=2038 | X=0497.230-0522.280 | Y=0186.970-0196.290 | 1.900
P=2038 | X=0272.020-0325.160 | Y=0190.850-0202.090 | Lộc Hiệp cũ
P=2038 | X=0208.870-0219.990 | Y=0192.730-0202.050 | 39
P=2038 | X=0092.900-0197.440 | Y=0208.870-0220.110 | 46 Đường Nguyễn Huệ
P=2038 | X=0208.870-0259.140 | Y=0210.750-0220.070 | Toàn tuyến
P=2038 | X=0362.540-0387.590 | Y=0210.750-0220.070 | 2.300
P=2038 | X=0412.220-0437.270 | Y=0210.750-0220.070 | 1.600
P=2038 | X=0497.230-0522.280 | Y=0210.750-0220.070 | 1.400
P=2038 | X=0107.330-0198.640 | Y=0226.870-0238.110 | Đường Nguyễn Hữu
P=2038 | X=0092.900-0104.020 | Y=0234.510-0243.830 | 47
P=2038 | X=0208.870-0259.140 | Y=0234.510-0243.830 | Toàn tuyến
P=2038 | X=0362.540-0387.590 | Y=0234.510-0243.830 | 4.600
P=2038 | X=0412.220-0437.270 | Y=0234.510-0243.830 | 3.200
P=2038 | X=0497.230-0522.280 | Y=0234.510-0243.830 | 2.800
P=2038 | X=0107.330-0124.690 | Y=0240.270-0249.590 | Thọ
P=2038 | X=0107.330-0193.680 | Y=0256.390-0267.630 | Đường Nguyễn Tất
P=2038 | X=0208.870-0349.390 | Y=0256.390-0267.630 | Đường Quốc Đường Nơ Trang
P=2038 | X=0092.900-0104.020 | Y=0263.790-0273.110 | 48
P=2038 | X=0362.540-0387.590 | Y=0263.790-0273.110 | 5.700
P=2038 | X=0412.220-0437.270 | Y=0263.790-0273.110 | 4.000
P=2038 | X=0497.230-0522.280 | Y=0263.790-0273.110 | 3.400
P=2038 | X=0107.330-0135.740 | Y=0269.550-0278.870 | Thành
P=2038 | X=0208.870-0230.790 | Y=0269.550-0278.870 | lộ 13
P=2038 | X=0272.020-0294.180 | Y=0269.550-0278.870 | Long
P=2038 | X=0107.330-0193.680 | Y=0285.700-0296.940 | Đường Nguyễn Tất
P=2038 | X=0208.870-0257.270 | Y=0285.700-0296.940 | Đường Nơ
P=2038 | X=0272.020-0348.360 | Y=0287.580-0296.900 | Giáp ranh xã Lộc
P=2038 | X=0092.900-0104.020 | Y=0293.340-0302.660 | 49
P=2038 | X=0362.540-0387.590 | Y=0293.340-0302.660 | 5.100
P=2038 | X=0412.220-0437.270 | Y=0293.340-0302.660 | 3.600
P=2038 | X=0497.230-0522.280 | Y=0293.340-0302.660 | 3.100
P=2038 | X=0272.020-0310.760 | Y=0297.220-0308.460 | Thiện cũ
P=2038 | X=0107.330-0135.740 | Y=0299.100-0308.420 | Thành
P=2038 | X=0208.870-0260.080 | Y=0299.100-0308.420 | Trang Long
P=2038 | X=0107.330-0192.870 | Y=0315.220-0326.460 | Đường Nguyễn Thị
P=2038 | X=0092.900-0104.020 | Y=0322.860-0332.180 | 50
P=2038 | X=0208.870-0259.140 | Y=0322.860-0332.180 | Toàn tuyến
P=2038 | X=0362.540-0387.590 | Y=0322.860-0332.180 | 4.300
P=2038 | X=0412.220-0437.270 | Y=0322.860-0332.180 | 3.000
P=2038 | X=0497.230-0522.280 | Y=0322.860-0332.180 | 2.600
P=2038 | X=0107.330-0128.050 | Y=0326.740-0337.980 | Định
P=2038 | X=0208.870-0240.660 | Y=0344.740-0355.980 | Đường
P=2038 | X=0107.330-0192.870 | Y=0350.500-0361.740 | Đường Nguyễn Thị
P=2038 | X=0272.020-0348.440 | Y=0356.260-0367.500 | Đường 3 tháng 2
P=2038 | X=0092.900-0104.020 | Y=0358.140-0367.460 | 51
P=2038 | X=0208.870-0260.670 | Y=0358.140-0367.460 | Nguyễn Tất
P=2038 | X=0362.540-0387.590 | Y=0358.140-0367.460 | 5.400
P=2038 | X=0412.220-0437.270 | Y=0358.140-0367.460 | 3.700
P=2038 | X=0497.230-0522.280 | Y=0358.140-0367.460 | 3.200
P=2038 | X=0107.330-0151.800 | Y=0363.900-0373.220 | Minh Khai
P=2038 | X=0208.870-0237.280 | Y=0369.680-0379.000 | Thành
P=2038 | X=0272.020-0348.360 | Y=0387.680-0397.000 | Giáp ranh xã Lộc
P=2038 | X=0092.900-0196.220 | Y=0391.560-0402.800 | 52 Đường Nguyễn Trãi
P=2038 | X=0208.870-0271.620 | Y=0391.560-0402.800 | Đường Lê Lợi
P=2038 | X=0370.700-0387.340 | Y=0393.440-0402.760 | 920
P=2038 | X=0420.410-0437.050 | Y=0393.440-0402.760 | 640
P=2038 | X=0505.390-0522.030 | Y=0393.440-0402.760 | 550
P=2038 | X=0272.020-0313.880 | Y=0397.320-0408.560 | Thuận cũ
P=2038 | X=0107.330-0196.950 | Y=0415.320-0426.560 | Đường Nguyễn Văn
P=2038 | X=0092.900-0104.020 | Y=0422.960-0432.280 | 53
P=2038 | X=0208.870-0259.140 | Y=0422.960-0432.280 | Toàn tuyến
P=2038 | X=0362.540-0387.590 | Y=0422.960-0432.280 | 4.600
P=2038 | X=0412.220-0437.270 | Y=0422.960-0432.280 | 3.200
P=2038 | X=0497.230-0522.280 | Y=0422.960-0432.280 | 2.800
P=2038 | X=0107.330-0121.270 | Y=0428.720-0438.040 | Cừ
P=2038 | X=0107.330-0196.950 | Y=0444.840-0456.080 | Đường Nguyễn Văn
P=2038 | X=0092.900-0104.020 | Y=0452.500-0461.820 | 54
P=2038 | X=0208.870-0259.140 | Y=0452.500-0461.820 | Toàn tuyến
P=2038 | X=0362.540-0387.590 | Y=0452.500-0461.820 | 4.600
P=2038 | X=0412.220-0437.270 | Y=0452.500-0461.820 | 3.200
P=2038 | X=0497.230-0522.280 | Y=0452.500-0461.820 | 2.800
P=2038 | X=0107.330-0126.370 | Y=0458.260-0467.580 | Linh
P=2038 | X=0107.330-0196.950 | Y=0474.380-0485.620 | Đường Nguyễn Văn
P=2038 | X=0208.870-0267.460 | Y=0474.380-0485.620 | Đường Quốc
P=2038 | X=0272.020-0325.640 | Y=0480.140-0491.380 | Cuối đường
P=2038 | X=0092.900-0104.020 | Y=0482.020-0491.340 | 55
P=2038 | X=0362.540-0387.590 | Y=0482.020-0491.340 | 2.800
P=2038 | X=0412.220-0437.270 | Y=0482.020-0491.340 | 1.900
P=2038 | X=0497.230-0522.280 | Y=0482.020-0491.340 | 1.700
P=2038 | X=0107.330-0124.690 | Y=0487.780-0497.100 | Trỗi
P=2038 | X=0208.870-0230.790 | Y=0487.780-0497.100 | lộ 13
P=2038 | X=0208.870-0240.660 | Y=0503.900-0515.140 | Đường
P=2038 | X=0107.330-0184.680 | Y=0509.660-0520.900 | Đường Nơ Trang
P=2038 | X=0272.020-0387.590 | Y=0515.420-0526.660 | Đường Lý Thái Tổ 4.100
P=2038 | X=0092.900-0104.020 | Y=0517.300-0526.620 | 56
P=2038 | X=0208.870-0260.670 | Y=0517.300-0526.620 | Nguyễn Tất
P=2038 | X=0412.220-0437.270 | Y=0517.300-0526.620 | 2.900
P=2038 | X=0497.230-0522.280 | Y=0517.300-0526.620 | 2.500
P=2038 | X=0107.330-0129.490 | Y=0523.060-0532.380 | Long
P=2038 | X=0208.870-0237.280 | Y=0528.820-0538.140 | Thành
P=2038 | X=0107.330-0194.230 | Y=0544.970-0556.210 | Đường Phạm Ngọc
P=2038 | X=0208.870-0254.020 | Y=0544.970-0556.210 | Đường Lý
P=2038 | X=0272.020-0341.000 | Y=0544.970-0556.210 | Đường Nguyễn
P=2038 | X=0092.900-0104.020 | Y=0552.370-0561.690 | 57
P=2038 | X=0362.540-0387.590 | Y=0552.370-0561.690 | 1.400
P=2038 | X=0420.410-0437.050 | Y=0552.370-0561.690 | 960
P=2038 | X=0505.390-0522.030 | Y=0552.370-0561.690 | 830
P=2038 | X=0208.870-0284.820 | Y=0556.250-0567.490 | Thường Kiệt Du
P=2038 | X=0107.330-0135.250 | Y=0558.130-0567.450 | Thạch
P=2038 | X=0107.330-0194.230 | Y=0574.250-0585.490 | Đường Phạm Ngọc
P=2038 | X=0208.870-0254.020 | Y=0574.250-0585.490 | Đường Lý
P=2038 | X=0272.020-0345.000 | Y=0574.250-0585.490 | Giáp đường Lộc
P=2038 | X=0092.900-0104.020 | Y=0581.890-0591.210 | 58
P=2038 | X=0370.700-0387.340 | Y=0581.890-0591.210 | 770
P=2038 | X=0420.410-0437.050 | Y=0581.890-0591.210 | 540
P=2038 | X=0505.390-0522.030 | Y=0581.890-0591.210 | 460
P=2038 | X=0208.870-0289.380 | Y=0585.770-0597.010 | Thường Kiệt Tấn
P=2038 | X=0107.330-0135.250 | Y=0587.650-0596.970 | Thạch
P=2038 | X=0107.330-0182.310 | Y=0603.770-0615.010 | Đường Phan Bội
P=2038 | X=0208.870-0348.360 | Y=0603.770-0615.010 | Đường Quốc Giáp ranh xã Lộc
P=2038 | X=0092.900-0104.020 | Y=0611.410-0620.730 | 59
P=2038 | X=0362.540-0387.590 | Y=0611.410-0620.730 | 1.800
P=2038 | X=0412.220-0437.270 | Y=0611.410-0620.730 | 1.300
P=2038 | X=0497.230-0522.280 | Y=0611.410-0620.730 | 1.100
P=2038 | X=0272.020-0313.880 | Y=0615.290-0626.530 | Thuận cũ
P=2038 | X=0107.330-0131.190 | Y=0617.170-0626.490 | Châu
P=2038 | X=0208.870-0230.790 | Y=0617.170-0626.490 | lộ 13
P=2038 | X=0107.330-0182.310 | Y=0633.310-0644.550 | Đường Phan Bội
P=2038 | X=0208.870-0262.510 | Y=0633.310-0644.550 | Ngã tư Biên
P=2038 | X=0272.020-0350.320 | Y=0639.070-0650.310 | Cầu ông Năm Tài
P=2038 | X=0092.900-0104.020 | Y=0640.950-0650.270 | 60
P=2038 | X=0362.540-0387.590 | Y=0640.950-0650.270 | 1.700
P=2038 | X=0412.220-0437.270 | Y=0640.950-0650.270 | 1.200
P=2038 | X=0497.230-0522.280 | Y=0640.950-0650.270 | 1.000
P=2038 | X=0107.330-0131.190 | Y=0646.710-0656.030 | Châu
P=2038 | X=0208.870-0237.760 | Y=0646.710-0656.030 | Phòng
P=2038 | X=0107.330-0182.310 | Y=0662.830-0674.070 | Đường Phan Bội
P=2038 | X=0208.870-0337.860 | Y=0662.830-0674.070 | Cầu ông Năm Hết ranh đất lô
P=2038 | X=0092.900-0104.020 | Y=0670.470-0679.790 | 61
P=2038 | X=0370.700-0387.340 | Y=0670.470-0679.790 | 920
P=2038 | X=0420.410-0437.050 | Y=0670.470-0679.790 | 640
P=2038 | X=0505.390-0522.030 | Y=0670.470-0679.790 | 550
P=2038 | X=0107.330-0131.190 | Y=0676.230-0685.550 | Châu
P=2038 | X=0208.870-0222.860 | Y=0676.230-0685.550 | Tài
P=2038 | X=0272.020-0305.470 | Y=0676.230-0685.550 | Cao Su
P=2038 | X=0107.330-0186.380 | Y=0692.350-0703.590 | Đường Phan Chu
P=2038 | X=0208.870-0348.360 | Y=0692.350-0703.590 | Đường Quốc Giáp ranh xã Lộc
P=2038 | X=0092.900-0104.020 | Y=0699.990-0709.310 | 62
P=2038 | X=0362.540-0387.590 | Y=0699.990-0709.310 | 3.400
P=2038 | X=0412.220-0437.270 | Y=0699.990-0709.310 | 2.400
P=2038 | X=0497.230-0522.280 | Y=0699.990-0709.310 | 2.100
P=2038 | X=0107.330-0130.430 | Y=0705.780-0715.100 | Trinh
P=2038 | X=0208.870-0230.790 | Y=0705.780-0715.100 | lộ 13
P=2038 | X=0272.020-0289.380 | Y=0705.780-0715.100 | Tấn
P=2039 | X=0107.330-0186.380 | Y=0078.740-0089.980 | Đường Phan Chu
P=2039 | X=0208.870-0341.000 | Y=0078.740-0089.980 | Giáp ranh xã Đường Nguyễn
P=2039 | X=0092.900-0104.020 | Y=0086.380-0095.700 | 63
P=2039 | X=0362.540-0387.590 | Y=0086.380-0095.700 | 3.300
P=2039 | X=0412.220-0437.270 | Y=0086.380-0095.700 | 2.300
P=2039 | X=0497.230-0522.280 | Y=0086.380-0095.700 | 2.000
P=2039 | X=0208.870-0317.700 | Y=0090.260-0101.500 | Lộc Thiện cũ Tất Thành
P=2039 | X=0107.330-0130.430 | Y=0092.140-0101.460 | Trinh
P=2039 | X=0107.330-0180.790 | Y=0108.260-0119.500 | Đường Tôn Đức
P=2039 | X=0208.870-0341.000 | Y=0108.260-0119.500 | Đường Quốc Đường Nguyễn
P=2039 | X=0092.900-0104.020 | Y=0115.930-0125.250 | 64
P=2039 | X=0362.540-0387.590 | Y=0115.930-0125.250 | 3.700
P=2039 | X=0412.220-0437.270 | Y=0115.930-0125.250 | 2.600
P=2039 | X=0497.230-0522.280 | Y=0115.930-0125.250 | 2.200
P=2039 | X=0272.020-0311.690 | Y=0119.810-0131.050 | Văn Linh
P=2039 | X=0107.330-0135.730 | Y=0121.690-0131.010 | Thắng
P=2039 | X=0208.870-0230.790 | Y=0121.690-0131.010 | lộ 13
P=2039 | X=0208.870-0240.660 | Y=0137.810-0149.050 | Đường
P=2039 | X=0107.330-0180.790 | Y=0143.570-0154.810 | Đường Tôn Đức
P=2039 | X=0208.870-0325.640 | Y=0149.330-0160.570 | Nguyễn Văn Cuối đường
P=2039 | X=0092.900-0104.020 | Y=0151.210-0160.530 | 65
P=2039 | X=0362.540-0387.590 | Y=0151.210-0160.530 | 4.700
P=2039 | X=0412.220-0437.270 | Y=0151.210-0160.530 | 3.300
P=2039 | X=0497.230-0522.280 | Y=0151.210-0160.530 | 2.800
P=2039 | X=0107.330-0135.730 | Y=0156.970-0166.290 | Thắng
P=2039 | X=0208.870-0227.910 | Y=0162.730-0172.050 | Linh
P=2039 | X=0107.330-0190.200 | Y=0178.850-0190.090 | Đường Trần Hưng
P=2039 | X=0208.870-0249.060 | Y=0178.850-0190.090 | Đường 7
P=2039 | X=0272.020-0349.400 | Y=0178.850-0190.090 | Hết đất bà Thanh
P=2039 | X=0092.900-0104.020 | Y=0186.490-0195.810 | 66
P=2039 | X=0362.540-0387.590 | Y=0186.490-0195.810 | 6.900
P=2039 | X=0412.220-0437.270 | Y=0186.490-0195.810 | 4.800
P=2039 | X=0497.230-0522.280 | Y=0186.490-0195.810 | 4.100
P=2039 | X=0107.330-0125.650 | Y=0190.370-0201.610 | Đạo
P=2039 | X=0208.870-0242.310 | Y=0192.250-0201.570 | tháng 4
P=2039 | X=0272.020-0283.860 | Y=0192.250-0201.570 | Tế
P=2039 | X=0107.330-0190.200 | Y=0208.390-0219.630 | Đường Trần Hưng
P=2039 | X=0208.870-0255.300 | Y=0208.390-0219.630 | Hết đất bà
P=2039 | X=0272.020-0341.240 | Y=0208.390-0219.630 | Đường Quốc lộ
P=2039 | X=0092.900-0104.020 | Y=0215.790-0225.110 | 67
P=2039 | X=0362.540-0387.590 | Y=0215.790-0225.110 | 7.300
P=2039 | X=0412.220-0437.270 | Y=0215.790-0225.110 | 5.100
P=2039 | X=0497.230-0522.280 | Y=0215.790-0225.110 | 4.400
P=2039 | X=0107.330-0125.650 | Y=0219.670-0230.910 | Đạo
P=2039 | X=0208.870-0251.950 | Y=0221.550-0230.870 | Thanh Tế
P=2039 | X=0272.020-0283.140 | Y=0221.550-0230.870 | 13
P=2039 | X=0092.900-0183.000 | Y=0237.670-0248.910 | 68 Đường Trần Phú
P=2039 | X=0208.870-0259.140 | Y=0239.550-0248.870 | Toàn tuyến
P=2039 | X=0362.540-0387.590 | Y=0239.550-0248.870 | 4.800
P=2039 | X=0412.220-0437.270 | Y=0239.550-0248.870 | 3.400
P=2039 | X=0497.230-0522.280 | Y=0239.550-0248.870 | 2.900
P=2039 | X=0107.330-0189.190 | Y=0255.670-0266.910 | Đường Trần Quốc
P=2039 | X=0092.900-0104.020 | Y=0263.310-0272.630 | 69
P=2039 | X=0208.870-0259.140 | Y=0263.310-0272.630 | Toàn tuyến
P=2039 | X=0370.700-0387.340 | Y=0263.310-0272.630 | 990
P=2039 | X=0420.410-0437.050 | Y=0263.310-0272.630 | 700
P=2039 | X=0505.390-0522.030 | Y=0263.310-0272.630 | 600
P=2039 | X=0107.330-0130.210 | Y=0269.070-0278.390 | Toản
P=2039 | X=0092.900-0259.140 | Y=0285.220-0296.460 | 70 Đường Trần Văn Trà Toàn tuyến
P=2039 | X=0362.540-0387.590 | Y=0287.100-0296.420 | 2.700
P=2039 | X=0412.220-0437.270 | Y=0287.100-0296.420 | 1.900
P=2039 | X=0497.230-0522.280 | Y=0287.100-0296.420 | 1.600
P=2039 | X=0107.330-0257.270 | Y=0303.220-0314.460 | Đường Trương Công Đường Nơ
P=2039 | X=0272.020-0344.360 | Y=0303.220-0314.460 | Đường Lê Hồng
P=2039 | X=0092.900-0104.020 | Y=0310.860-0320.180 | 71
P=2039 | X=0362.540-0387.590 | Y=0310.860-0320.180 | 5.400
P=2039 | X=0412.220-0437.270 | Y=0310.860-0320.180 | 3.700
P=2039 | X=0497.230-0522.280 | Y=0310.860-0320.180 | 3.200
P=2039 | X=0107.330-0128.050 | Y=0314.740-0325.980 | Định
P=2039 | X=0208.870-0260.080 | Y=0316.620-0325.940 | Trang Long
P=2039 | X=0272.020-0300.910 | Y=0316.620-0325.940 | Phong
P=2039 | X=0107.330-0194.100 | Y=0332.740-0343.980 | Đường D1, D2, D3,
P=2039 | X=0107.330-0200.740 | Y=0346.140-0355.460 | D4, D5, D6, D7 trong
P=2039 | X=0092.900-0104.020 | Y=0351.900-0361.220 | 72
P=2039 | X=0208.870-0259.140 | Y=0351.900-0361.220 | Toàn tuyến
P=2039 | X=0362.540-0387.590 | Y=0351.900-0361.220 | 4.300
P=2039 | X=0412.220-0437.270 | Y=0351.900-0361.220 | 3.000
P=2039 | X=0497.230-0522.280 | Y=0351.900-0361.220 | 2.600
P=2039 | X=0107.330-0191.440 | Y=0357.660-0366.980 | khu quy hoạch khu
P=2039 | X=0107.330-0192.070 | Y=0367.320-0378.560 | dân cư thị trấn (cũ)
P=2039 | X=0272.020-0350.690 | Y=0385.320-0396.560 | Hết ranh thửa đất
P=2039 | X=0272.020-0345.090 | Y=0396.840-0408.080 | số 29, tờ bản đồ
P=2039 | X=0107.330-0267.460 | Y=0402.600-0413.840 | Đường kè suối cầu Lò Đường Quốc
P=2039 | X=0272.020-0344.450 | Y=0408.360-0419.600 | số 8 và thửa đất
P=2039 | X=0092.900-0104.020 | Y=0410.240-0419.560 | 73
P=2039 | X=0362.540-0387.590 | Y=0410.240-0419.560 | 2.700
P=2039 | X=0412.220-0437.270 | Y=0410.240-0419.560 | 1.900
P=2039 | X=0497.230-0522.280 | Y=0410.240-0419.560 | 1.600
P=2039 | X=0107.330-0125.660 | Y=0416.000-0425.320 | Heo
P=2039 | X=0208.870-0230.790 | Y=0416.000-0425.320 | lộ 13
P=2039 | X=0272.020-0352.520 | Y=0419.880-0431.120 | số 7, tờ bản đồ số
P=2039 | X=0272.020-0283.140 | Y=0433.280-0442.600 | 26
P=2039 | X=0107.330-0206.470 | Y=0449.420-0460.660 | Đường từ cầu Ông Kỳ
P=2039 | X=0107.330-0335.480 | Y=0460.940-0472.180 | đi cổng sau nhà máy Đường Điện Đường Huỳnh
P=2039 | X=0092.900-0104.020 | Y=0468.580-0477.900 | 74
P=2039 | X=0362.540-0387.590 | Y=0468.580-0477.900 | 3.400
P=2039 | X=0412.220-0437.270 | Y=0468.580-0477.900 | 2.400
P=2039 | X=0497.230-0522.280 | Y=0468.580-0477.900 | 2.100
P=2039 | X=0107.330-0249.780 | Y=0474.100-0483.420 | chế biến cao su Lộc Biên Phủ
P=2039 | X=0272.020-0312.740 | Y=0474.100-0483.420 | Tấn Phát
P=2039 | X=0107.330-0128.040 | Y=0485.620-0494.940 | Ninh
P=2039 | X=0107.330-0201.270 | Y=0501.740-0512.980 | Các tuyến đường nội
P=2039 | X=0107.330-0190.220 | Y=0513.260-0524.500 | bộ trong khu đô thị
P=2039 | X=0107.330-0205.350 | Y=0526.660-0535.980 | Trung tâm hành chính
P=2039 | X=0092.900-0104.020 | Y=0532.420-0541.740 | 75
P=2039 | X=0208.870-0259.140 | Y=0532.420-0541.740 | Toàn tuyến
P=2039 | X=0362.540-0387.590 | Y=0532.420-0541.740 | 4.100
P=2039 | X=0412.220-0437.270 | Y=0532.420-0541.740 | 2.900
P=2039 | X=0497.230-0522.280 | Y=0532.420-0541.740 | 2.500
P=2039 | X=0107.330-0197.670 | Y=0536.330-0547.570 | - Thương mại - Dịch
P=2039 | X=0107.330-0200.950 | Y=0547.850-0559.090 | vụ dán cư huyện Lộc
P=2039 | X=0107.330-0148.120 | Y=0559.370-0570.610 | Ninh (cũ)
P=2039 | X=0208.870-0260.820 | Y=0577.370-0588.610 | Đường Tôn
P=2039 | X=0092.900-0154.690 | Y=0583.130-0594.370 | 76 Đường D1
P=2039 | X=0272.020-0347.710 | Y=0583.130-0594.370 | Đường Trần Phú
P=2039 | X=0362.540-0387.590 | Y=0585.010-0594.330 | 3.400
P=2039 | X=0412.220-0437.270 | Y=0585.010-0594.330 | 2.400
P=2039 | X=0497.230-0522.280 | Y=0585.010-0594.330 | 2.100
P=2039 | X=0208.870-0259.140 | Y=0588.890-0600.130 | Đức Thắng
P=2039 | X=0107.330-0201.270 | Y=0606.890-0618.130 | Các tuyến đường nội
P=2039 | X=0092.900-0259.140 | Y=0618.430-0629.670 | 77 bộ trong khu dân cư Toàn tuyến
P=2039 | X=0362.540-0387.590 | Y=0620.310-0629.630 | 1.700
P=2039 | X=0412.220-0437.270 | Y=0620.310-0629.630 | 1.200
P=2039 | X=0497.230-0522.280 | Y=0620.310-0629.630 | 1.000
P=2039 | X=0107.330-0165.240 | Y=0631.830-0641.150 | Nguyễn Bình
P=2039 | X=0107.330-0201.270 | Y=0647.950-0659.190 | Các tuyến đường nội
P=2039 | X=0107.330-0197.110 | Y=0659.470-0670.710 | bộ trong khu dân cư
P=2039 | X=0092.900-0104.020 | Y=0667.110-0676.430 | 78
P=2039 | X=0208.870-0259.140 | Y=0667.110-0676.430 | Toàn tuyến
P=2039 | X=0362.540-0387.590 | Y=0667.110-0676.430 | 2.400
P=2039 | X=0412.220-0437.270 | Y=0667.110-0676.430 | 1.700
P=2039 | X=0497.230-0522.280 | Y=0667.110-0676.430 | 1.500
P=2039 | X=0107.330-0198.070 | Y=0670.750-0681.990 | Trường tiểu học Lộc
P=2039 | X=0107.330-0137.560 | Y=0684.150-0693.470 | Ninh A
